Identifiant,"Date (AAAA/MM/JJ)",Heure,Nom,"Région épicentrale",Choc,"X RGF93/L93","Y RGF93/L93","Latitude en WGS 84","Longitude en WGS 84","Intensité épicentrale","Qualité intensité épicentrale"
740077,1935/03/23,"5 h","CHABLAIS (FETERNES)","ALPES SAVOYARDES",,975466.30,6589593.28,46.35,6.58,2.5,"ASSEZ SURE"
740078,1935/03/27,"4 h 45 min 48 sec","AVANT-PAYS SAVOYARD (N-W. EVIAN-LES-BAINS)","ALPES SAVOYARDES",,975214.40,6595140.24,46.40,6.58,5,INCERTAINE
840075,1935/03/27,"13 h 30 min","COMTAT (SAUMANE-DE-VAUCLUSE)",VAUCLUSE,,868659.38,6315316.47,43.92,5.10,4.5,"ASSEZ SURE"
670092,1935/05/16,"3 h 0 min 28 sec","PLAINE DE BASSE-ALSACE (ERSTEIN)",ALSACE,PRECURSEUR,1043978.31,6821209.68,48.40,7.65,4,"ASSEZ SURE"
670093,1935/05/16,"4 h 34 min 21 sec","PLAINE DE BASSE-ALSACE (ERSTEIN)",ALSACE,,1045209.80,6821282.41,48.40,7.67,5,"ASSEZ SURE"
670094,1935/05/20,"11 h 40 min 48 sec","VOSGES ALSACIENNES (VILLE ?)",ALSACE,,1018618.26,6810493.63,48.32,7.30,4,INCERTAINE
850045,1935/05/20,"21 h 30 min","PERTUIS BRETON (N. ST-MARTIN-DE-RE)",CHARENTES,,367502.61,6579476.34,46.23,-1.32,4,"ASSEZ SURE"
640312,1935/06/16,"5 h 55 min","OSSAU (SEVIGNACQ-MEYRACQ)","PYRENEES OCCIDENTALES",,421800.88,6230175.21,43.12,-0.42,3.5,"INFORMATION ISOLÉE"
130073,1935/06/20,"22 h 55 min","TREVARESSE (LAMBESC)",PROVENCE,,889558.95,6288112.97,43.67,5.35,4,"ASSEZ SURE"
160007,1935/07/18,"13 h 15 min","ANGOUMOIS (CELLETTES)",CHARENTES,,477382.78,6526305.19,45.80,0.13,5,"ASSEZ SURE"
160008,1935/07/20,"19 h","ANGOUMOIS (ST-AMAND-DE-BOIXE)",CHARENTES,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",477382.78,6526305.19,45.80,0.13,4,"ASSEZ SURE"
160009,1935/08/09,"3 h","ANGOUMOIS (AGRIS)",CHARENTES,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",492845.59,6523911.17,45.78,0.33,4.5,INCERTAINE
630067,1935/08/14,"12 h 59 min","LIMAGNE (PONT-DU-CHATEAU)",AUVERGNE,,712953.53,6518575.80,45.77,3.17,5,SURE
160011,1935/08/19,"18 h 32 min","ANGOUMOIS (ST-GENIS-HIERSAC)",CHARENTES,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",472001.82,6520946.62,45.75,0.07,5.5,"ASSEZ SURE"
160012,1935/09/28,"16 h 17 min 50 sec","ANGOUMOIS (ROUILLAC)",CHARENTES,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",464304.00,6523089.80,45.77,-0.03,7,SURE
160013,1935/09/28,"21 h 35 min","ANGOUMOIS (ST-AMAND-DE-BOIXE)",CHARENTES,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",477382.78,6526305.19,45.80,0.13,4,ARBITRAIRE
640313,1935/09/28,"6 h 30 min","OSSAU (BIELLE)","PYRENEES OCCIDENTALES",,420203.08,6224680.16,43.07,-0.43,4,"ASSEZ SURE"
40086,1935/09/29,"6 h 30 min","PREALPES DE DIGNE (LA JAVIE)","ALPES PROVENCALES",,971660.28,6350403.90,44.20,6.40,5.5,"ASSEZ SURE"
160016,1935/09/29,"16 h 45 min","ANGOUMOIS (VILLEJESUS)",CHARENTES,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",473706.72,6531996.12,45.85,0.08,5,"ASSEZ SURE"
260143,1935/10/06,"3 h 45 min","TRICASTIN (GRANGES-GONTARDES)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",843303.49,6370258.23,44.42,4.80,2,"ASSEZ SURE"
160019,1935/10/15,"23 h 45 min","ANGOUMOIS (MARCILLAC)",CHARENTES,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",,,,,5,"ASSEZ SURE"
640314,1935/10/19,"8 h 25 min","OSSAU (ARUDY)","PYRENEES OCCIDENTALES",,421720.72,6228323.88,43.10,-0.42,5,SURE
160020,1935/10/20,"22 h 37 min","ANGOUMOIS (ST-GENIS-HIERSAC)",CHARENTES,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",474659.47,6522700.55,45.77,0.10,5,"ASSEZ SURE"
160021,1935/10/29,"6 h 45 min","ANGOUMOIS (MONS)",CHARENTES,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",466022.50,6534137.14,45.87,-0.02,4,"INFORMATION ISOLÉE"
160022,1935/11/14,"5 h","ANGOUMOIS (ANGOULEME)",CHARENTES,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",478075.43,6509611.52,45.65,0.15,3.5,"INFORMATION ISOLÉE"
160023,1935/11/14,"5 h 37 min","ANGOUMOIS (ST-GENIS-HIERSAC)",CHARENTES,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",474727.43,6524550.08,45.78,0.10,5,SURE
160025,1935/11/20,"22 h","ANGOUMOIS (HIERSAC)",CHARENTES,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",464090.75,6517541.35,45.72,-0.03,3,INCERTAINE
160026,1935/11/22,"2 h 30 min","ANGOUMOIS (HIERSAC)",CHARENTES,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",464090.75,6517541.35,45.72,-0.03,3,INCERTAINE
160027,1935/12/18,"11 h","ANGOUMOIS (CHASSENEUIL-SUR-BONNIEURE)",CHARENTES,,502084.68,6529161.43,45.83,0.45,4,"INFORMATION ISOLÉE"
160028,1935/12/18,"11 h 20 min","ANGOUMOIS (AIGRE)",CHARENTES,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",468746.52,6537737.91,45.90,0.02,4,"INFORMATION ISOLÉE"
260144,1935/12/19,"20 h 30 min","TRICASTIN (VALAURIE)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",843303.49,6370258.23,44.42,4.80,5,SURE
850032,1936/01/10,"10 h 50 min","ILE D'YEU","PAYS NANTAIS ET VENDEEN","GROUPE DE SECOUSSES D UN ESSAIM",296580.66,6654265.91,46.87,-2.30,4,INCERTAINE
260147,1936/01/11,"4 h 40 min 47 sec","TRICASTIN (GRANGES-GONTARDES)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",841893.18,6373930.07,44.45,4.78,5,"ASSEZ SURE"
850033,1936/01/13,"13 h","BOCAGE VENDEEN (BOURNEZEAU)","PAYS NANTAIS ET VENDEEN",,383935.21,6623081.74,46.63,-1.13,4,"ASSEZ SURE"
160029,1936/01/17,"0 h 14 min","ANGOUMOIS (ROUILLAC)",CHARENTES,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",465527.65,6521190.65,45.75,-0.02,5,"ASSEZ SURE"
30018,1936/01/29,"12 h 35 min","COMBRAILLE (COMMENTRY)",BOURBONNAIS,,680739.69,6572267.09,46.25,2.75,5,"ASSEZ SURE"
380050,1936/01/30,"18 h 45 min","BELLEDONNE (URIAGE)",DAUPHINE,,919149.02,6440983.87,45.03,5.78,5.5,"ASSEZ SURE"
640315,1936/02/04,"7 h 53 min","OSSAU (ARUDY)","PYRENEES OCCIDENTALES",,421720.72,6228323.88,43.10,-0.42,4,SURE
230014,1936/02/05,"14 h 28 min","HAUTE-MARCHE (ST-MARIEN)",LIMOUSIN,"GROUPE DE SECOUSSES D UN ESSAIM",639835.57,6591043.89,46.42,2.22,3.5,INCERTAINE
260150,1936/02/13,"5 h 14 min","TRICASTIN (LA GARDE-ADHEMAR)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",839364.53,6368317.68,44.40,4.75,6,SURE
260151,1936/02/13,"10 h 10 min","TRICASTIN (GRANGES-GONTARDES)",DAUPHINE,"GROUPE DE SECOUSSES D UN ESSAIM",843303.49,6370258.23,44.42,4.80,4,"ASSEZ SURE"
260153,1936/02/16,,"TRICASTIN (GRANGES-GONTARDES)",DAUPHINE,"GROUPE DE SECOUSSES D UN ESSAIM",843303.49,6370258.23,44.42,4.80,4,"ASSEZ SURE"
500046,1936/02/20,"5 h 5 min","MANCHE (N-W.CHERBOURG)",NORMANDIE,,361038.46,6967607.07,49.72,-1.70,4,INCERTAINE
160037,1936/02/26,"17 h 58 min","ANGOUMOIS (ROUILLAC)",CHARENTES,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",461643.31,6521340.35,45.75,-0.07,4.5,"ASSEZ SURE"
850046,1936/03/03,"5 h","COTE VENDEENNE (ST-GILLES-CROIX-DE-VIE)","PAYS NANTAIS ET VENDEEN",,323296.81,6633983.00,46.70,-1.93,3,"INFORMATION ISOLÉE"
680078,1936/03/09,"6 h 58 min","SUNDGAU (ALTKIRCH)",ALSACE,,1013338.86,6723042.71,47.53,7.17,5,SURE
680079,1936/03/09,"12 h 56 min","SUNDGAU (ALTKIRCH)",ALSACE,REPLIQUE,1012183.90,6721127.79,47.52,7.15,4.5,INCERTAINE
680081,1936/03/09,"23 h","SUNDGAU (ALTKIRCH)",ALSACE,REPLIQUE,1012183.90,6721127.79,47.52,7.15,3,"ASSEZ SURE"
260158,1936/03/16,"16 h 11 min","TRICASTIN (ROUSSAS)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",843303.49,6370258.23,44.42,4.80,4.5,INCERTAINE
260159,1936/04/02,"14 h 11 min 25 sec","TRICASTIN (GRANGES-GONTARDES)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",840650.19,6370198.30,44.42,4.77,2,"INFORMATION ISOLÉE"
260160,1936/04/08,,"TRICASTIN (GRANGES-GONTARDES)",DAUPHINE,"GROUPE DE SECOUSSES D UN ESSAIM",843303.49,6370258.23,44.42,4.80,5,SURE
710009,1936/04/17,"3 h 20 min","COTE MACONNAISE (CHARBONNIERES)",BOURGOGNE,,840928.98,6586828.88,46.37,4.83,4.5,"ASSEZ SURE"
740079,1936/04/17,"3 h 19 min 5 sec","AVANT-PAYS SAVOYARD (FRANGY)","ALPES SAVOYARDES",,928048.70,6554286.77,46.05,5.95,7,"ASSEZ SURE"
260162,1936/04/18,"0 h 22 min","TRICASTIN (GRANGES-GONTARDES)",DAUPHINE,"GROUPE DE SECOUSSES D UN ESSAIM",840650.19,6370198.30,44.42,4.77,4.5,"INFORMATION ISOLÉE"
650347,1936/04/25,"11 h 30 min 38 sec","BIGORRE (ASQUE)","PYRENEES CENTRALES","GROUPE DE SECOUSSES D UN ESSAIM",474377.78,6218843.07,43.03,0.23,5,"ASSEZ SURE"
650348,1936/04/25,"21 h 11 min","BIGORRE (CAMPAN)","PYRENEES CENTRALES",,475413.78,6209535.18,42.95,0.25,5.5,"ASSEZ SURE"
60110,1936/04/26,"19 h 45 min","ALPES NICOISES (SOSPEL)","ALPES MARITIMES",,1057458.85,6319444.69,43.88,7.45,5,INCERTAINE
650349,1936/04/26,"6 h 43 min 50 sec","BIGORRE (CAMPAN)","PYRENEES CENTRALES",REPLIQUE,472823.30,6213334.73,42.98,0.22,5,"ASSEZ SURE"
260164,1936/05/04,"22 h 34 min 50 sec","TRICASTIN (GRANGES-GONTARDES)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",843303.49,6370258.23,44.42,4.80,5,SURE
650351,1936/05/04,"20 h 9 min 35 sec","BIGORRE (BEAUDEAN)","PYRENEES CENTRALES",,475671.90,6216943.63,43.02,0.25,3,"ASSEZ SURE"
250021,1936/05/31,"5 h 39 min","AVANT-PAYS JURASSIEN (SELONCOURT)",FRANCHE-COMTE,,997522.08,6712959.30,47.45,6.95,4,"ASSEZ SURE"
260169,1936/07/07,"1 h","TRICASTIN (GRANGES-GONTARDES)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",843303.49,6370258.23,44.42,4.80,5,INCERTAINE
260170,1936/07/10,"4 h","TRICASTIN (GRANGES-GONTARDES)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",840650.19,6370198.30,44.42,4.77,5,"INFORMATION ISOLÉE"
160042,1936/08/05,"22 h","ANGOUMOIS (LA ROCHEFOUCAULD ?)",CHARENTES,,499074.71,6516296.60,45.72,0.42,4,INCERTAINE
160044,1936/08/24,"22 h 10 min","ANGOUMOIS (ANGOULEME)",CHARENTES,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",476912.53,6513357.74,45.68,0.13,4.5,"ASSEZ SURE"
560030,1936/11/27,"6 h 50 min","VANNETAIS (LOCMARIAQUER)",BRETAGNE,,254574.36,6738922.86,47.60,-2.93,5,"ASSEZ SURE"
260173,1937/01/01,"6 h 55 min","BAS-PLATEAUX DAUPHINOIS (ST-SORLIN-EN-V.)",DAUPHINE,,850343.45,6463009.07,45.25,4.92,5,SURE
850047,1937/01/08,"14 h 24 min","COTE VENDEENNE (ST-GILLES-CROIX-DE-VIE)","PAYS NANTAIS ET VENDEEN",,323296.81,6633983.00,46.70,-1.93,3.5,"INFORMATION ISOLÉE"
850048,1937/01/08,"15 h 34 min","COTE VENDEENNE (ST-GILLES-CROIX-DE-VIE)","PAYS NANTAIS ET VENDEEN",,323296.81,6633983.00,46.70,-1.93,3.5,"INFORMATION ISOLÉE"
380051,1937/01/17,"1 h","GRESIVAUDAN (GRENOBLE)",DAUPHINE,,912084.04,6455555.73,45.17,5.70,4,"ASSEZ SURE"
850049,1937/03/10,"1 h 6 min","COTE VENDEENNE (ST-GILLES-CROIX-DE-VIE)","PAYS NANTAIS ET VENDEEN",,323296.81,6633983.00,46.70,-1.93,3.5,"INFORMATION ISOLÉE"
650352,1937/06/05,"3 h 25 min 50 sec","BIGORRE (BEAUDEAN)","PYRENEES CENTRALES",,469142.90,6224591.59,43.08,0.17,4,"ASSEZ SURE"
650353,1937/06/05,"21 h 30 min","BIGORRE (VIZOS)","PYRENEES CENTRALES","GROUPE DE SECOUSSES D UN ESSAIM",453362.68,6202922.43,42.88,-0.02,5,"INFORMATION ISOLÉE"
700009,1937/09/16,"22 h","AVANT-PAYS JURASSIEN (MONTBOZON)",FRANCHE-COMTE,,944753.45,6712405.28,47.47,6.25,2.5,INCERTAINE
700010,1937/09/18,"15 h 12 min 20 sec","PLATEAU DE HAUTE-SAONE (VESOUL)",FRANCHE-COMTE,,935237.57,6730551.18,47.63,6.13,4.5,"ASSEZ SURE"
40140,1937/09/30,"12 h","MOYENNE-DURANCE (LURS)","ALPES PROVENCALES",,931344.99,6322853.68,43.97,5.88,6,"INFORMATION ISOLÉE"
50050,1937/12/17,"3 h 11 min 20 sec","QUEYRAS (GUILLESTRE)","ALPES DAUPHINOISES",,994504.92,6403327.74,44.67,6.72,6,INCERTAINE
50052,1938/02/15,"2 h 32 min","EMBRUNAIS (CHATEAUROUX)","ALPES DAUPHINOISES",,981557.11,6397171.76,44.62,6.55,6,INCERTAINE
50055,1938/02/28,"4 h 40 min","EMBRUNAIS (CHATEAUROUX)","ALPES DAUPHINOISES",REPLIQUE,984031.04,6400989.94,44.65,6.58,4,INCERTAINE
660080,1938/04/15,"3 h 37 min","PLATEAU DE SAULT (MONTFORT-SUR-BOULZANE)",LANGUEDOC,,639875.35,6181808.16,42.73,2.27,5,INCERTAINE
260174,1938/04/29,"4 h 23 min","TRICASTIN (LA GARDE-ADHEMAR)",DAUPHINE,,840691.61,6368347.24,44.40,4.77,4.5,"ASSEZ SURE"
1150027,1938/05/06,"4 h 58 min","ATLANTIQUE (W. ILE D'OLERON)",CHARENTES,,126845.88,6571410.84,46.00,-4.42,5.5,ARBITRAIRE
640316,1938/05/09,"20 h 30 min","OSSAU (SEVIGNACQ-MEYRACQ)","PYRENEES OCCIDENTALES",,421800.88,6230175.21,43.12,-0.42,3.5,"INFORMATION ISOLÉE"
50056,1938/05/27,,"QUEYRAS (GUILLESTRE)","ALPES DAUPHINOISES",PRECURSEUR,989226.09,6403081.32,44.67,6.65,5,"INFORMATION ISOLÉE"
40087,1938/06/09,"22 h 20 min","MOYENNE-DURANCE (VOLONNE)","ALPES PROVENCALES",,941401.42,6339907.64,44.12,6.02,4,"ASSEZ SURE"
840076,1938/07/05,"17 h 30 min","BASSE-DURANCE (MIRABEAU)",VAUCLUSE,,916374.08,6290821.01,43.68,5.68,5,INCERTAINE
50057,1938/07/18,"0 h 57 min","QUEYRAS (GUILLESTRE)","ALPES DAUPHINOISES",,989311.63,6401231.98,44.65,6.65,7,INCERTAINE
640317,1938/10/11,"4 h 10 min","OSSAU (SEVIGNACQ-MEYRACQ)","PYRENEES OCCIDENTALES",,424434.03,6228206.97,43.10,-0.38,4,"ASSEZ SURE"
640318,1938/10/25,"19 h 30 min","BEARN (ESCOT)","PYRENEES OCCIDENTALES",,406798.77,6228987.30,43.10,-0.60,4,INCERTAINE
640319,1938/10/26,"19 h 10 min","BEARN (ESCOT)","PYRENEES OCCIDENTALES",REPLIQUE,406714.32,6227136.13,43.08,-0.60,3,"INFORMATION ISOLÉE"
380053,1938/12/08,"7 h 35 min 56 sec","BAS-PLATEAUX DAUPHINOIS (LA SONE)",DAUPHINE,,880835.57,6449010.24,45.12,5.30,6,SURE
50062,1938/12/10,"3 h 10 min","UBAYE (LE LAUZET)","ALPES PROVENCALES","GROUPE DE SECOUSSES D UN ESSAIM",973195.18,6376416.48,44.43,6.43,5,"ASSEZ SURE"
40088,1939/02/27,"9 h 45 min","UBAYE (BARCELONNETTE)","ALPES PROVENCALES",,989354.03,6371580.02,44.38,6.63,3,"ASSEZ SURE"
380057,1939/03/05,"23 h 23 min","BAS-PLATEAUX DAUPHINOIS (BREZINS)",DAUPHINE,,879865.25,6482313.48,45.42,5.30,5,"ASSEZ SURE"
40089,1939/03/10,"0 h 45 min","UBAYE (ST-PAUL ?)","ALPES PROVENCALES",,996437.02,6390445.20,44.55,6.73,4,INCERTAINE
640320,1939/03/30,"1 h 34 min","OSSAU (SEVIGNACQ-MEYRACQ)","PYRENEES OCCIDENTALES",,420364.17,6228382.75,43.10,-0.43,4,"ASSEZ SURE"
90029,1939/04/08,"21 h","DONEZAN (AX-LES-THERMES)","PYRENEES CENTRALES",PRECURSEUR,604321.80,6180382.21,42.72,1.83,3,"INFORMATION ISOLÉE"
90020,1939/04/09,"3 h 44 min","DONEZAN (AX-LES-THERMES)","PYRENEES CENTRALES",,605661.57,6178508.64,42.70,1.85,5.5,"ASSEZ SURE"
440047,1939/04/30,"5 h 5 min","PAYS DE NANTES (NORT-SUR-ERDRE)","PAYS NANTAIS ET VENDEEN",,361092.90,6715175.78,47.45,-1.50,4,"ASSEZ SURE"
120003,1939/05/16,"4 h 5 min","VALLEE DE L'AVEYRON (SEVERAC-LE-CHATEAU)",QUERCY-ROUERGUE,,707969.03,6363075.37,44.37,3.10,6,"ASSEZ SURE"
640321,1939/06/15,"13 h 27 min","OSSAU (SEVIGNACQ-MEYRACQ)","PYRENEES OCCIDENTALES",,421800.88,6230175.21,43.12,-0.42,3,"INFORMATION ISOLÉE"
650434,1939/07/18,"0 h 40 min","BIGORRE (BAREGES)","PYRENEES CENTRALES",,460516.90,6211926.02,42.97,0.07,5,INCERTAINE
160045,1939/12/13,"4 h 3 min","ANGOUMOIS (HIERSAC)",CHARENTES,,460998.88,6538035.68,45.90,-0.08,5,INCERTAINE
650354,1939/12/25,,"BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",,467718.61,6222788.66,43.07,0.15,4.5,"INFORMATION ISOLÉE"
360021,1940/03/31,"15 h 32 min","CHAMPAGNE BERRICHONNE (CHATEAUROUX)",BERRY,,600886.80,6635984.66,46.82,1.70,3,"INFORMATION ISOLÉE"
50064,1940/04/29,"2 h 21 min 48 sec","QUEYRAS (LA ROCHE-DE-RAME)","ALPES DAUPHINOISES",,983527.15,6412086.07,44.75,6.58,5,INCERTAINE
640323,1941/03/12,"1 h 20 min","BEARN (W. BILHERES)","PYRENEES OCCIDENTALES",,417325.62,6221096.10,43.03,-0.47,4,"ASSEZ SURE"
650355,1941/03/12,"6 h 45 min","LAVEDAN (W. ARRAS-EN-LAVEDAN)","PYRENEES CENTRALES",,438907.27,6216474.90,43.00,-0.20,4,"ASSEZ SURE"
380058,1941/08/10,"19 h 20 min","BAS-PLATEAUX DAUPHINOIS (LA COTE-SAINT-ANDRE)",DAUPHINE,,880026.96,6476763.08,45.37,5.30,6,SURE
650356,1941/09/17,"13 h 36 min 55 sec","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",,467718.61,6222788.66,43.07,0.15,5,"INFORMATION ISOLÉE"
380060,1942/02/12,"16 h 2 min","BAS-PLATEAUX DAUPHINOIS (LE GRAND-LEMPS)",DAUPHINE,,891591.94,6482666.30,45.42,5.45,5.5,INCERTAINE
50066,1942/03/15,"23 h 30 min","EMBRUNAIS (LES ORRES)","ALPES DAUPHINOISES",,991319.27,6386498.43,44.52,6.67,5,"ASSEZ SURE"
50067,1942/03/19,"6 h 5 min","QUEYRAS (W. ABRIES)","ALPES DAUPHINOISES",,996616.90,6414547.60,44.77,6.75,4,ARBITRAIRE
440050,1942/07/04,"11 h 52 min","PAYS DE RETZ (PREFAILLES ?)","PAYS NANTAIS ET VENDEEN",,304869.73,6683397.31,47.13,-2.22,4,"ASSEZ SURE"
740082,1942/10/10,"17 h 8 min","GENEVOIS (LE PETIT-BORNAND)","ALPES SAVOYARDES",,960635.13,6546329.31,45.97,6.37,4.5,INCERTAINE
40090,1943/01/30,"21 h 5 min","UBAYE (LARCHE)","ALPES PROVENCALES",,1004820.35,6381579.58,44.47,6.83,5,"ASSEZ SURE"
650357,1943/09/28,"8 h 45 min","BIGORRE (GAZOST)","PYRENEES CENTRALES",,458075.16,6219435.18,43.03,0.03,5,"ASSEZ SURE"
650358,1943/12/26,"13 h 42 min 21 sec","BIGORRE (ARREAU)","PYRENEES CENTRALES",,475349.25,6207682.97,42.93,0.25,5.5,"ASSEZ SURE"
560031,1944/12/11,"0 h 24 min","VANNETAIS (ST-AVE)",BRETAGNE,,275354.86,6748533.72,47.70,-2.67,4,"ASSEZ SURE"
560032,1945/01/06,"22 h 30 min","LANDES DE LANVAUX (ROCHEFORT-EN-TERRE)",BRETAGNE,,299173.02,6748725.76,47.72,-2.35,4,"ASSEZ SURE"
50068,1945/01/31,"3 h 2 min 16 sec","EMBRUNAIS (EMBRUN)","ALPES DAUPHINOISES",,977840.23,6391446.17,44.57,6.50,5,INCERTAINE
560033,1945/10/15,"19 h 15 min","LANDES DE LANVAUX (BAUD)",BRETAGNE,,245758.44,6771166.10,47.88,-3.08,5,"ASSEZ SURE"
1150029,1945/10/15,"21 h 48 min","PAYS DE RETZ (W. BOURGNEUF-EN-RETZ)","PAYS NANTAIS ET VENDEEN",,308705.63,6664593.41,46.97,-2.15,5,"ASSEZ SURE"
50069,1946/01/01,"6 h 15 min","QUEYRAS (GUILLESTRE)","ALPES DAUPHINOISES",,989226.09,6403081.32,44.67,6.65,3.5,"INFORMATION ISOLÉE"
850034,1946/01/15,"3 h 20 min","MARAIS BRETON (COMMEQUIERS ?)","PAYS NANTAIS ET VENDEEN",,332645.46,6640823.33,46.77,-1.82,4.5,"ASSEZ SURE"
640324,1946/01/24,"2 h 40 min","BEARN (ISSOR ?)","PYRENEES OCCIDENTALES",,402643.79,6227323.13,43.08,-0.65,5,INCERTAINE
650359,1946/04/16,"11 h 50 min","OSSAU (LARUNS)","PYRENEES OCCIDENTALES",,427956.55,6215073.35,42.98,-0.33,4.5,"ASSEZ SURE"
900009,1946/07/16,"5 h 10 min","TERRITOIRE DE BELFORT (GIROMAGNY ?)",FRANCHE-COMTE,,986854.54,6751364.85,47.80,6.83,4,ARBITRAIRE
300014,1946/09/30,"9 h 15 min","COSTIERE (LE PONT-DU-GARD)",CEVENNES,,827244.53,6310645.34,43.88,4.58,6.5,"ASSEZ SURE"
290028,1946/11/15,"4 h 34 min","MONTS D'ARREE (HUELGOAT)",BRETAGNE,,197743.34,6823402.76,48.32,-3.78,5,"ASSEZ SURE"
160046,1946/12/01,"2 h 50 min","ANGOUMOIS (VERVANT)",CHARENTES,,476359.39,6533750.78,45.87,0.12,5,"ASSEZ SURE"
730164,1947/01/24,"2 h 30 min","BAUGES (LESCHERAINES)","ALPES SAVOYARDES",,941164.11,6515893.25,45.70,6.10,5,"ASSEZ SURE"
650360,1947/02/28,"5 h","BIGORRE (SARRANCOLIN)","PYRENEES CENTRALES",,489201.94,6214632.25,43.00,0.42,3,"ASSEZ SURE"
740083,1947/03/29,"3 h 58 min 44 sec","GENEVOIS (ST-MARTIN-BELLEVUE)","ALPES SAVOYARDES",,941218.46,6547384.07,45.98,6.12,4.5,"ASSEZ SURE"
730165,1947/05/27,"16 h 57 min","LAC DU BOURGET (JONGIEUX)","ALPES SAVOYARDES",,916344.14,6520524.57,45.75,5.78,6,SURE
740084,1947/08/30,"6 h 47 min 42 sec","MASSIF DU MONT-BLANC (VALLORCINE)","ALPES SAVOYARDES",,1004102.05,6555751.14,46.03,6.93,4.5,INCERTAINE
440051,1947/09/22,"9 h 22 min","BRIERE ORIENTALE (PRINQUIAUD)","PAYS NANTAIS ET VENDEEN",,320505.94,6710209.53,47.38,-2.03,5,SURE
560035,1947/09/24,"23 h 25 min","VANNETAIS (VANNES)",BRETAGNE,,267469.01,6743535.99,47.65,-2.77,3,"INFORMATION ISOLÉE"
310024,1947/12/13,"0 h 7 min","COUSERANS (COL D'AUREAN)","PYRENEES CENTRALES",,525411.08,6195008.90,42.83,0.87,5,"ASSEZ SURE"
640326,1948/01/17,"5 h 6 min 50 sec","BEARN (OLORON-SAINTE-MARIE)","PYRENEES OCCIDENTALES",,406967.68,6232689.45,43.13,-0.60,5.5,"ASSEZ SURE"
50070,1948/01/19,"5 h 27 min","QUEYRAS (COL DES AYES)","ALPES DAUPHINOISES",,991174.91,6417997.74,44.80,6.68,4,INCERTAINE
540008,1948/02/25,"3 h 40 min 17 sec","HAUTES-VOSGES (VAGNEY)",VOSGES,,975583.26,6778637.67,48.05,6.70,4,"ASSEZ SURE"
650361,1948/03/16,"11 h 40 min 28 sec","BIGORRE (CHEUST-JUNCALAS)","PYRENEES CENTRALES",,456786.73,6221338.23,43.05,0.02,6,"ASSEZ SURE"
650363,1948/03/31,"20 h 15 min","BIGORRE (NESTIER)","PYRENEES CENTRALES",,494876.19,6221865.43,43.07,0.48,4,"INFORMATION ISOLÉE"
640327,1948/05/29,"5 h 5 min","BEARN (ARETTE)","PYRENEES OCCIDENTALES",,401458.98,6231088.21,43.12,-0.67,5,"ASSEZ SURE"
680135,1948/08/27,"7 h 13 min 56 sec","SUNDGAU (FERRETTE)",ALSACE,,1024810.35,6719951.14,47.50,7.32,2,"INFORMATION ISOLÉE"
230017,1948/09/20,"20 h 40 min","HAUTE-MARCHE (AZERABLES)",LIMOUSIN,,578137.39,6579011.03,46.30,1.42,4.5,"ASSEZ SURE"
230018,1948/10/01,"4 h 40 min","HAUTE-MARCHE (AZERABLES)",LIMOUSIN,,583374.40,6584461.93,46.35,1.48,3,"INFORMATION ISOLÉE"
740086,1948/10/01,"18 h 45 min","CHABLAIS (SAMOENS)","ALPES SAVOYARDES",,987102.20,6560486.05,46.08,6.72,3.5,"INFORMATION ISOLÉE"
360022,1948/10/27,"2 h 20 min","MARCHE-BOISCHAUT (MONTCHEVRIER)",BERRY,,604112.51,6598908.02,46.48,1.75,4,"INFORMATION ISOLÉE"
230019,1948/12/23,"17 h 33 min 28 sec","HAUTE-MARCHE (AZERABLES)",LIMOUSIN,,584655.87,6584437.45,46.35,1.50,4,INCERTAINE
